Date;Adj Close;GDP;CPI;GOLD;SP500;TREAS;OIL;EURUSD;GAS;ELON;RUSSIA;CHINA;GBPUSD;CNYUSD
09-06-18;15.9632;20492.492;251.118;1300.5;2779.030029;2.93;75.11;1.179523;2.89;11;33;38;1.341922;0.156443
10-06-18;14.1842;20492.492;251.118;1300.5;2779.030029;2.93;75.11;1.179523;2.89;11;33;38;1.341922;0.156443
11-06-18;15.3835;20492.492;251.118;1301;2782;2.96;74.58;1.178398;2.949;11;33;38;1.341382;0.156111
12-06-18;15.2262;20492.492;251.118;1297.2;2786.850098;2.96;74.86;1.177413;2.939;11;33;38;1.337435;0.156455
13-06-18;14.5891;20492.492;251.118;1299.2;2775.629883;2.98;75.07;1.174826;2.963;11;33;38;1.337256;0.156238
14-06-18;14.8953;20492.492;251.118;1306.2;2782.48999;2.94;74.77;1.180777;2.965;11;33;38;1.338276;0.156316
15-06-18;15.0481;20492.492;251.118;1276.3;2779.659912;2.93;72.02;1.156658;3.022;11;33;38;1.325662;0.15614
16-06-18;15.8092;20492.492;251.118;1276.3;2779.659912;2.93;72.02;1.156658;3.022;11;33;38;1.325662;0.15614
17-06-18;16.5788;20492.492;251.118;1276.3;2779.659912;2.93;72.02;1.156658;3.022;11;33;38;1.325662;0.15614
18-06-18;16.8797;20492.492;251.118;1278;2773.75;2.92;74.87;1.159595;2.951;11;33;38;1.32751;0.155448
19-06-18;16.6996;20492.492;251.118;1276.5;2762.590088;2.89;74.92;1.163075;2.9;11;33;38;1.325873;0.155308
20-06-18;16.061899;20492.492;251.118;1272.4;2767.320068;2.93;74.25;1.158856;2.964;11;33;38;1.317332;0.15419
21-06-18;17.053301;20492.492;251.118;1268.6;2749.76001;2.9;72.87;1.157903;2.975;11;33;38;1.317523;0.154521
22-06-18;15.5939;20492.492;251.118;1268.9;2754.879883;2.9;73.67;1.160578;2.945;11;33;38;1.324784;0.154033
23-06-18;15.5512;20492.492;251.118;1268.9;2754.879883;2.9;73.67;1.160578;2.945;11;33;38;1.324784;0.154033
24-06-18;14.4476;20492.492;251.118;1268.9;2754.879883;2.9;73.67;1.160578;2.945;11;33;38;1.324784;0.154033
25-06-18;14.9209;20492.492;251.118;1267.2;2717.070068;2.87;72.82;1.16614;2.923;11;33;38;1.326242;0.153744
26-06-18;14.12;20492.492;251.118;1258;2723.060059;2.88;73.58;1.170275;2.939;11;33;38;1.327845;0.152929
27-06-18;14.0501;20492.492;251.118;1253;2699.629883;2.83;76.09;1.165026;2.996;11;33;38;1.322104;0.152015
28-06-18;14.1246;20492.492;251.118;1247.8;2716.310059;2.84;76.26;1.156363;2.94;11;33;38;1.312043;0.151472
29-06-18;14.5086;20492.492;251.118;1251.3;2718.370117;2.85;77.44;1.156297;2.924;11;33;38;1.307514;0.150889
30-06-18;14.6573;20492.492;251.118;1251.3;2718.370117;2.85;77.44;1.156297;2.924;11;33;38;1.307514;0.150889
01-07-18;14.4041;20659.102;251.323;1251.3;2718.370117;2.85;77.44;1.156297;2.924;24;25;39;1.307514;0.150889
02-07-18;14.5706;20659.102;251.323;1239.8;2726.709961;2.87;76.71;1.167856;2.862;24;25;39;1.320777;0.150959
03-07-18;14.1715;20659.102;251.323;1251.6;2713.219971;2.83;75.87;1.164212;2.87;24;25;39;1.314406;0.149999
04-07-18;14.0055;20659.102;251.323;1251.6;2713.219971;2.83;76.99;1.165922;2.87;24;25;39;1.319435;0.15058
05-07-18;13.8505;20659.102;251.323;1257.3;2736.610107;2.84;77.09;1.166235;2.837;24;25;39;1.322926;0.1508
06-07-18;13.5296;20659.102;251.323;1254.3;2759.820068;2.82;74.98;1.169591;2.858;24;25;39;1.322576;0.150675
07-07-18;14.4048;20659.102;251.323;1254.3;2759.820068;2.82;74.98;1.169591;2.858;24;25;39;1.322576;0.150675
08-07-18;13.9919;20659.102;251.323;1254.3;2759.820068;2.82;74.98;1.169591;2.858;24;25;39;1.322576;0.150675
09-07-18;13.6645;20659.102;251.323;1262.8;2784.169922;2.86;77.08;1.175226;2.828;24;25;39;1.329787;0.150621
10-07-18;12.7613;20659.102;251.323;1258.7;2793.840088;2.87;77.8;1.175696;2.788;24;25;39;1.325557;0.151167
11-07-18;12.7049;20659.102;251.323;1247.4;2774.02002;2.85;75.35;1.172704;2.829;24;25;39;1.325732;0.150798
12-07-18;12.0706;20659.102;251.323;1249.1;2798.290039;2.85;72.11;1.167679;2.797;24;25;39;1.321004;0.149638
13-07-18;12.1801;20659.102;251.323;1243.8;2801.310059;2.83;74.11;1.166589;2.752;24;25;39;1.318044;0.150017
14-07-18;12.0965;20659.102;251.323;1243.8;2801.310059;2.83;74.11;1.166589;2.752;24;25;39;1.318044;0.150017
15-07-18;12.2891;20659.102;251.323;1243.8;2801.310059;2.83;74.11;1.166589;2.752;24;25;39;1.318044;0.150017
16-07-18;13.2373;20659.102;251.323;1242.2;2798.429932;2.85;71.03;1.16791;2.759;24;25;39;1.322769;0.149374
17-07-18;13.7128;20659.102;251.323;1229.9;2809.550049;2.86;70.87;1.170946;2.74;24;25;39;1.323644;0.149441
18-07-18;12.8648;20659.102;251.323;1230.5;2815.620117;2.88;70.52;1.165325;2.721;24;25;39;1.310616;0.149102
19-07-18;12.918;20659.102;251.323;1226.5;2804.48999;2.84;71.94;1.164565;2.769;24;25;39;1.307822;0.14886
20-07-18;12.0709;20659.102;251.323;1233.6;2801.830078;2.89;71.99;1.165515;2.757;24;25;39;1.302304;0.147673
21-07-18;12.1853;20659.102;251.323;1233.6;2801.830078;2.89;71.99;1.165515;2.757;24;25;39;1.302304;0.147673
22-07-18;12.1199;20659.102;251.323;1233.6;2801.830078;2.89;71.99;1.165515;2.757;24;25;39;1.302304;0.147673
23-07-18;12.0199;20659.102;251.323;1228;2806.97998;2.96;73.45;1.174191;2.721;24;25;39;1.314717;0.147971
24-07-18;12.1451;20659.102;251.323;1228.2;2820.399902;2.95;73.53;1.169413;2.732;24;25;39;1.310273;0.147232
25-07-18;12.9394;20659.102;251.323;1234.5;2846.070068;2.94;73.67;1.168552;2.775;24;25;39;1.315218;0.147265
26-07-18;13.3973;20659.102;251.323;1228.6;2837.439941;2.98;74.51;1.17375;2.78;24;25;39;1.319958;0.147739
27-07-18;13.9227;20659.102;251.323;1226.5;2818.820068;2.96;74.84;1.164293;2.822;24;25;39;1.310874;0.147432
28-07-18;14.6017;20659.102;251.323;1226.5;2818.820068;2.96;74.84;1.164293;2.822;24;25;39;1.310874;0.147432
29-07-18;14.0212;20659.102;251.323;1226.5;2818.820068;2.96;74.84;1.164293;2.822;24;25;39;1.310874;0.147432
30-07-18;13.2169;20659.102;251.323;1224.2;2802.600098;2.98;74.99;1.166045;2.797;24;25;39;1.311183;0.146785
31-07-18;13.7754;20659.102;251.323;1226.4;2816.290039;2.96;74.16;1.170741;2.782;24;25;39;1.313543;0.146737
01-08-18;13.5739;20659.102;251.749;1220.3;2813.360107;3;72.28;1.168962;2.758;16;7;41;1.312164;0.146806
02-08-18;14.1769;20659.102;251.749;1212.9;2827.219971;2.98;72.95;1.166589;2.816;16;7;41;1.312612;0.146572
03-08-18;14.1346;20659.102;251.749;1215.9;2840.350098;2.95;72.48;1.158601;2.853;16;7;41;1.301812;0.146353
04-08-18;13.8424;20659.102;251.749;1215.9;2840.350098;2.95;72.48;1.158601;2.853;16;7;41;1.301812;0.146353
05-08-18;13.6232;20659.102;251.749;1215.9;2840.350098;2.95;72.48;1.158601;2.853;16;7;41;1.301812;0.146353
06-08-18;13.6991;20659.102;251.749;1210.6;2850.399902;2.94;72.51;1.15623;2.86;16;7;41;1.300356;0.146344
07-08-18;13.1461;20659.102;251.749;1211.2;2858.449951;2.98;72.31;1.155802;2.897;16;7;41;1.294498;0.145898
08-08-18;12.1437;20659.102;251.749;1214.2;2857.699951;2.96;70.71;1.160295;2.949;16;7;41;1.294666;0.146336
09-08-18;12.858;20659.102;251.749;1213;2853.580078;2.93;70.55;1.161076;2.955;16;7;41;1.288162;0.146302
10-08-18;12.1308;20659.102;251.749;1212.1;2833.280029;2.87;71;1.152392;2.944;16;7;41;1.282841;0.146688
11-08-18;11.7366;20659.102;251.749;1212.1;2833.280029;2.87;71;1.152392;2.944;16;7;41;1.282841;0.146688
12-08-18;11.7418;20659.102;251.749;1212.1;2833.280029;2.87;71;1.152392;2.944;16;7;41;1.282841;0.146688
13-08-18;10.2282;20659.102;251.749;1192.2;2821.929932;2.88;70.62;1.139471;2.93;16;7;41;1.275885;0.146066
14-08-18;9.42011;20659.102;251.749;1194;2839.959961;2.89;70.77;1.140251;2.959;16;7;41;1.276275;0.145151
15-08-18;9.46301;20659.102;251.749;1178.2;2818.370117;2.86;68.38;1.134572;2.94;16;7;41;1.271779;0.14525
16-08-18;9.80233;20659.102;251.749;1177.1;2840.689941;2.87;69.21;1.13443;2.908;16;7;41;1.26939;0.144221
17-08-18;10.8678;20659.102;251.749;1177.3;2850.129883;2.87;70.14;1.137139;2.946;16;7;41;1.271456;0.145317
18-08-18;9.90758;20659.102;251.749;1177.3;2850.129883;2.87;70.14;1.137139;2.946;16;7;41;1.271456;0.145317
19-08-18;10.1562;20659.102;251.749;1177.3;2850.129883;2.87;70.14;1.137139;2.946;16;7;41;1.271456;0.145317
20-08-18;9.70093;20659.102;251.749;1187.8;2857.050049;2.82;71.11;1.143772;2.941;16;7;41;1.274714;0.145421
21-08-18;9.71463;20659.102;251.749;1193.2;2862.959961;2.85;71.65;1.149135;2.98;16;7;41;1.280426;0.145841
22-08-18;9.53973;20659.102;251.749;1196.4;2861.820068;2.82;72.96;1.157675;2.956;16;7;41;1.290556;0.146081
23-08-18;9.71504;20659.102;251.749;1187.2;2856.97998;2.82;73.73;1.15848;2.964;16;7;41;1.290473;0.14613
24-08-18;10.2347;20659.102;251.749;1206.3;2874.689941;2.82;74.41;1.154335;2.917;16;7;41;1.281066;0.145402
25-08-18;10.1358;20659.102;251.749;1206.3;2874.689941;2.82;74.41;1.154335;2.917;16;7;41;1.281066;0.145402
26-08-18;10.1856;20659.102;251.749;1206.3;2874.689941;2.82;74.41;1.154335;2.917;16;7;41;1.281066;0.145402
27-08-18;11.2128;20659.102;251.749;1209.2;2896.73999;2.85;74.41;1.16489;2.876;16;7;41;1.286091;0.147046
28-08-18;11.4861;20659.102;251.749;1207.5;2897.52002;2.88;75.91;1.168361;2.852;16;7;41;1.289674;0.146772
29-08-18;11.1735;20659.102;251.749;1204.2;2914.040039;2.89;76.07;1.169126;2.895;16;7;41;1.286769;0.146968
30-08-18;10.7626;20659.102;251.749;1197.7;2901.129883;2.86;77.05;1.170974;2.874;16;7;41;1.303594;0.146656
31-08-18;11.0138;20659.102;251.749;1200.3;2901.52002;2.86;76.94;1.166466;2.916;16;7;41;1.301101;0.146133
01-09-18;11.3794;20659.102;252.239;1200.3;2901.52002;2.86;76.94;1.166466;2.916;31;8;42;1.301101;0.146133
02-09-18;11.2994;20659.102;252.239;1200.3;2901.52002;2.86;76.94;1.166466;2.916;31;8;42;1.301101;0.146133
03-09-18;11.2611;20659.102;252.239;1200.3;2901.52002;2.86;77.81;1.160106;2.916;31;8;42;1.292307;0.146314
04-09-18;11.3592;20659.102;252.239;1192.7;2896.719971;2.9;77.51;1.161548;2.823;31;8;42;1.286902;0.146582
05-09-18;10.0866;20659.102;252.239;1194.9;2888.600098;2.9;76.68;1.158655;2.795;31;8;42;1.285843;0.146145
06-09-18;10.2842;20659.102;252.239;1197.9;2878.050049;2.88;75.67;1.163521;2.772;31;8;42;1.291489;0.146413
07-09-18;10.0373;20659.102;252.239;1193.6;2871.679932;2.94;75.55;1.162007;2.776;31;8;42;1.292541;0.146319
08-09-18;9.52008;20659.102;252.239;1193.6;2871.679932;2.94;75.55;1.162007;2.776;31;8;42;1.292541;0.146319
09-09-18;9.51263;20659.102;252.239;1193.6;2871.679932;2.94;75.55;1.162007;2.776;31;8;42;1.292541;0.146319
10-09-18;9.52487;20659.102;252.239;1193;2877.129883;2.94;76.77;1.156109;2.804;31;8;42;1.293025;0.146218
11-09-18;9.37396;20659.102;252.239;1195.4;2887.889893;2.98;78.22;1.159595;2.828;31;8;42;1.302643;0.145873
12-09-18;9.21443;20659.102;252.239;1204.7;2888.919922;2.97;80.02;1.159608;2.829;31;8;42;1.301558;0.145467
13-09-18;9.60406;20659.102;252.239;1202;2904.179932;2.97;77.66;1.162926;2.817;31;8;42;1.304546;0.145775
14-09-18;9.93005;20659.102;252.239;1195;2904.97998;2.99;77.87;1.16918;2.767;31;8;42;1.311131;0.146137
15-09-18;10.1103;20659.102;252.239;1195;2904.97998;2.99;77.87;1.16918;2.767;31;8;42;1.311131;0.146137
16-09-18;9.93602;20659.102;252.239;1195;2904.97998;2.99;77.87;1.16918;2.767;31;8;42;1.311131;0.146137
17-09-18;9.40526;20659.102;252.239;1203.4;2888.800049;2.99;78.22;1.162899;2.814;31;8;42;1.307326;0.145654
18-09-18;9.54406;20659.102;252.239;1200.7;2904.310059;3.05;79.25;1.166916;2.933;31;8;42;1.314631;0.145868
19-09-18;9.61909;20659.102;252.239;1206.1;2907.949951;3.08;79.43;1.167992;2.908;31;8;42;1.316846;0.145768
20-09-18;10.0745;20659.102;252.239;1208.9;2930.75;3.07;79.03;1.167461;2.976;31;8;42;1.314112;0.146051
21-09-18;10.4108;20659.102;252.239;1198.6;2929.669922;3.07;78.9;1.177593;2.977;31;8;42;1.327087;0.146073
22-09-18;10.245;20659.102;252.239;1198.6;2929.669922;3.07;78.9;1.177593;2.977;31;8;42;1.327087;0.146073
23-09-18;10.2806;20659.102;252.239;1198.6;2929.669922;3.07;78.9;1.177593;2.977;31;8;42;1.327087;0.146073
24-09-18;10.0359;20659.102;252.239;1201.7;2919.370117;3.08;80.89;1.175102;3.038;31;8;42;1.308044;0.145843
25-09-18;9.78316;20659.102;252.239;1202.5;2915.560059;3.1;82.21;1.175295;3.082;31;8;42;1.311733;0.145488
26-09-18;9.73663;20659.102;252.239;1196.9;2905.969971;3.06;81.87;1.176318;3.021;31;8;42;1.317992;0.145639
27-09-18;10.0312;20659.102;252.239;1185.5;2914;3.06;81.54;1.174853;3.056;31;8;42;1.31728;0.145431
28-09-18;9.96934;20659.102;252.239;1193.9;2913.97998;3.05;82.72;1.163738;3.008;31;8;42;1.307873;0.145342
29-09-18;9.99914;20659.102;252.239;1193.9;2913.97998;3.05;82.72;1.163738;3.008;31;8;42;1.307873;0.145342
30-09-18;10.0178;20659.102;252.239;1193.9;2913.97998;3.05;82.72;1.163738;3.008;31;8;42;1.307873;0.145342
01-10-18;9.94366;20813.325;252.862;1189.4;2924.590088;3.09;84.94;1.160537;3.094;20;8;43;1.3039;0.145605
02-10-18;10.3568;20813.325;252.862;1204.2;2923.429932;3.05;85.63;1.157756;3.166;20;8;43;1.304359;0.145605
03-10-18;10.2712;20813.325;252.862;1200.1;2925.51001;3.15;85.45;1.155175;3.23;20;8;43;1.298196;0.145605
04-10-18;10.2556;20813.325;252.862;1198.8;2901.610107;3.19;86.07;1.147631;3.165;20;8;43;1.294063;0.145607
05-10-18;10.6362;20813.325;252.862;1202.8;2885.570068;3.23;85.12;1.151808;3.143;20;8;43;1.302423;0.145605
06-10-18;10.3721;20813.325;252.862;1202.8;2885.570068;3.23;85.12;1.151808;3.143;20;8;43;1.302423;0.145605
07-10-18;10.519;20813.325;252.862;1202.8;2885.570068;3.23;85.12;1.151808;3.143;20;8;43;1.302423;0.145605
08-10-18;10.5066;20813.325;252.862;1185.8;2884.429932;3.23;84.22;1.15226;3.267;20;8;43;1.312715;0.145796
09-10-18;10.3849;20813.325;252.862;1188.8;2880.340088;3.21;85.16;1.149412;3.266;20;8;43;1.309312;0.144304
10-10-18;10.328;20813.325;252.862;1190.8;2785.679932;3.22;83.82;1.150695;3.284;20;8;43;1.315703;0.144471
11-10-18;9.30132;20813.325;252.862;1225.1;2728.370117;3.14;81.35;1.153336;3.222;20;8;43;1.320673;0.14444
12-10-18;9.52894;20813.325;252.862;1219.5;2767.129883;3.15;80.71;1.159044;3.161;20;8;43;1.323416;0.145167
13-10-18;9.54036;20813.325;252.862;1219.5;2767.129883;3.15;80.71;1.159044;3.161;20;8;43;1.323416;0.145167
14-10-18;9.49674;20813.325;252.862;1219.5;2767.129883;3.15;80.71;1.159044;3.161;20;8;43;1.323416;0.145167
15-10-18;10.3161;20813.325;252.862;1227.8;2750.790039;3.16;80.91;1.155135;3.242;20;8;43;1.310393;0.144484
16-10-18;10.0109;20813.325;252.862;1228.4;2809.919922;3.16;80.53;1.158346;3.239;20;8;43;1.315478;0.144594
17-10-18;9.90447;20813.325;252.862;1224.8;2809.209961;3.19;79.91;1.157528;3.32;20;8;43;1.318722;0.144697
18-10-18;9.71658;20813.325;252.862;1227.4;2768.780029;3.17;80.3;1.150086;3.198;20;8;43;1.310444;0.144377
19-10-18;9.76675;20813.325;252.862;1226;2767.780029;3.2;80.38;1.146;3.25;20;8;43;1.302423;0.144161
20-10-18;9.75463;20813.325;252.862;1226;2767.780029;3.2;80.38;1.146;3.25;20;8;43;1.302423;0.144161
21-10-18;9.7433;20813.325;252.862;1226;2767.780029;3.2;80.38;1.146;3.25;20;8;43;1.302423;0.144161
22-10-18;9.72685;20813.325;252.862;1222;2755.879883;3.2;80.45;1.150947;3.138;20;8;43;1.30654;0.144329
23-10-18;9.80308;20813.325;252.862;1234.1;2740.689941;3.17;78.67;1.146789;3.212;20;8;43;1.296596;0.143957
24-10-18;9.74532;20813.325;252.862;1228.4;2656.100098;3.1;77.34;1.147315;3.166;20;8;43;1.298128;0.144146
25-10-18;9.69228;20813.325;252.862;1229.5;2705.570068;3.14;77.3;1.139926;3.202;20;8;43;1.288826;0.14403
26-10-18;9.70268;20813.325;252.862;1232.4;2658.689941;3.08;77.4;1.137786;3.185;20;8;43;1.282462;0.143926
27-10-18;9.65445;20813.325;252.862;1232.4;2658.689941;3.08;77.4;1.137786;3.185;20;8;43;1.282462;0.143926
28-10-18;9.66679;20813.325;252.862;1232.4;2658.689941;3.08;77.4;1.137786;3.185;20;8;43;1.282462;0.143926
29-10-18;9.40262;20813.325;252.862;1224.7;2641.25;3.08;77.56;1.139874;3.185;20;8;43;1.283104;0.14404
30-10-18;9.38704;20813.325;252.862;1222.6;2682.629883;3.12;75.68;1.137618;3.187;20;8;43;1.280246;0.143846
31-10-18;9.36496;20813.325;252.862;1212.3;2711.73999;3.15;74.84;1.134636;3.261;20;8;43;1.27089;0.143548
01-11-18;9.54922;20813.325;252.657;1236;2740.370117;3.14;71.25;1.13167;3.237;12;8;41;1.276944;0.143375
02-11-18;9.57308;20813.325;252.657;1282.2;2723.060059;3.22;71.11;1.140329;3.284;12;8;41;1.300373;0.144459
03-11-18;9.53021;20813.325;252.657;1282.2;2723.060059;3.22;71.11;1.140329;3.284;12;8;41;1.300373;0.144459
04-11-18;9.62754;20813.325;252.657;1282.2;2723.060059;3.22;71.11;1.140329;3.284;12;8;41;1.300373;0.144459
05-11-18;9.67251;20813.325;252.657;1236.2;2738.310059;3.2;72.68;1.139757;3.567;12;8;41;1.300559;0.14514
06-11-18;9.78081;20813.325;252.657;1230.5;2755.449951;3.22;70.64;1.141292;3.555;12;8;41;1.305807;0.144409
07-11-18;9.81693;20813.325;252.657;1233.1;2813.889893;3.22;70.1;1.143851;3.555;12;8;41;1.311252;0.14454
08-11-18;9.65095;20813.325;252.657;1229.3;2806.830078;3.24;69.29;1.143406;3.543;12;8;41;1.312853;0.144718
09-11-18;9.5542;20813.325;252.657;1212.6;2781.01001;3.19;69.01;1.136842;3.719;12;8;41;1.306677;0.144227
10-11-18;9.55752;20813.325;252.657;1212.6;2781.01001;3.19;69.01;1.136842;3.719;12;8;41;1.306677;0.144227
11-11-18;9.466;20813.325;252.657;1212.6;2781.01001;3.19;69.01;1.136842;3.719;12;8;41;1.306677;0.144227
12-11-18;9.36122;20813.325;252.657;1207.3;2726.219971;3.19;69.81;1.132503;3.788;12;8;41;1.293845;0.143763
13-11-18;9.24841;20813.325;252.657;1205.1;2722.179932;3.14;65.45;1.123343;4.101;12;8;41;1.285793;0.143627
14-11-18;8.40701;20813.325;252.657;1213.8;2701.580078;3.12;64.88;1.131119;4.837;12;8;41;1.301406;0.143777
15-11-18;8.18486;20813.325;252.657;1218.6;2730.199951;3.11;65.61;1.131183;4.038;12;8;41;1.298617;0.143895
16-11-18;7.88448;20813.325;252.657;1226.4;2736.27002;3.08;65.29;1.13249;4.272;12;8;41;1.27665;0.14413
17-11-18;7.7182;20813.325;252.657;1226.4;2736.27002;3.08;65.29;1.13249;4.272;12;8;41;1.27665;0.14413
18-11-18;7.99976;20813.325;252.657;1226.4;2736.27002;3.08;65.29;1.13249;4.272;12;8;41;1.27665;0.14413
19-11-18;6.63209;20813.325;252.657;1228.6;2690.72998;3.06;64.14;1.141396;4.7;12;8;41;1.283318;0.144155
20-11-18;5.76021;20813.325;252.657;1224.4;2641.889893;3.06;61.5;1.145502;4.523;12;8;41;1.285975;0.144071
21-11-18;6.19905;20813.325;252.657;1231.2;2649.929932;3.06;61.65;1.137242;4.451;12;8;41;1.27892;0.144001
22-11-18;5.75555;20813.325;252.657;1231.2;2649.929932;3.06;61.11;1.138835;4.451;12;8;41;1.277727;0.144379
23-11-18;5.55743;20813.325;252.657;1226.6;2632.560059;3.05;57.69;1.140316;4.308;12;8;41;1.287598;0.144279
24-11-18;5.11528;20813.325;252.657;1226.6;2632.560059;3.05;57.69;1.140316;4.308;12;8;41;1.287598;0.144279
25-11-18;5.18058;20813.325;252.657;1226.6;2632.560059;3.05;57.69;1.140316;4.308;12;8;41;1.287598;0.144279
26-11-18;4.92645;20813.325;252.657;1226.1;2673.449951;3.07;59.7;1.133735;4.248;12;8;41;1.28123;0.143937
27-11-18;4.91305;20813.325;252.657;1217.1;2682.169922;3.06;59.58;1.133337;4.262;12;8;41;1.28123;0.144283
28-11-18;5.33696;20813.325;252.657;1227.2;2743.790039;3.06;57.97;1.12988;4.715;12;8;41;1.274372;0.143872
29-11-18;5.346633;20813.325;252.657;1227.9;2737.800049;3.03;58.29;1.136855;4.646;12;8;41;1.282413;0.143825
30-11-18;5.078572;20813.325;252.657;1223.6;2760.169922;3.01;57.71;1.139277;4.612;12;8;41;1.278445;0.144061
01-12-18;5.288723;20813.325;252.551;1223.6;2760.169922;3.01;57.71;1.139277;4.612;14;8;40;1.278445;0.144061
02-12-18;5.250417;20813.325;252.551;1223.6;2760.169922;3.01;57.71;1.139277;4.612;14;8;40;1.278445;0.144061
03-12-18;5.109251;20813.325;252.551;1236.9;2790.370117;2.98;60.17;1.134224;4.339;14;8;40;1.275348;0.143719
04-12-18;5.880791;20813.325;252.551;1243.3;2700.060059;2.91;61.22;1.135486;4.457;14;8;40;1.272588;0.1453
05-12-18;5.984278;20813.325;252.551;1239.1;2700.060059;2.91;61.4;1.134288;4.457;14;8;40;1.272054;0.146278
06-12-18;4.951687;20813.325;252.551;1239.7;2695.949951;2.87;57.83;1.134906;4.327;14;8;40;1.272767;0.145862
07-12-18;4.52865;20813.325;252.551;1248.2;2633.080078;2.85;61.71;1.137475;4.488;14;8;40;1.277857;0.145313
08-12-18;4.700418;20813.325;252.551;1248.2;2633.080078;2.85;61.71;1.137475;4.488;14;8;40;1.277857;0.145313
09-12-18;4.859104;20813.325;252.551;1248.2;2633.080078;2.85;61.71;1.137475;4.488;14;8;40;1.277857;0.145313
10-12-18;4.712263;20813.325;252.551;1244.9;2637.719971;2.85;60.29;1.140095;4.545;14;8;40;1.272103;0.145461
11-12-18;4.940698;20813.325;252.551;1242.8;2636.780029;2.89;59.73;1.135654;4.407;14;8;40;1.256124;0.144697
12-12-18;5.023137;20813.325;252.551;1246.1;2651.070068;2.91;59.94;1.132311;4.136;14;8;40;1.249297;0.144949
13-12-18;4.650704;20813.325;252.551;1243.7;2650.540039;2.91;59.03;1.137346;4.124;14;8;40;1.262866;0.14537
14-12-18;4.533357;20813.325;252.551;1237.9;2599.949951;2.89;58.56;1.136364;3.827;14;8;40;1.265502;0.145334
15-12-18;4.563012;20813.325;252.551;1237.9;2599.949951;2.89;58.56;1.136364;3.827;14;8;40;1.265502;0.145334
16-12-18;4.645258;20813.325;252.551;1237.9;2599.949951;2.89;58.56;1.136364;3.827;14;8;40;1.265502;0.145334
17-12-18;5.110017;20813.325;252.551;1248.2;2545.939941;2.86;57.59;1.130595;3.528;14;8;40;1.258558;0.144789
18-12-18;5.60027;20813.325;252.551;1250.1;2546.159912;2.82;55.26;1.134984;3.838;14;8;40;1.261575;0.145007
19-12-18;5.491901;20813.325;252.551;1252.6;2506.959961;2.77;55.6;1.13754;3.726;14;8;40;1.265502;0.145049
20-12-18;5.792257;20813.325;252.551;1263.9;2467.419922;2.79;52.84;1.138952;3.583;14;8;40;1.262786;0.145117
21-12-18;5.567144;20813.325;252.551;1254.6;2416.620117;2.79;51.93;1.145685;3.816;14;8;40;1.266978;0.145262
22-12-18;5.930578;20813.325;252.551;1254.6;2416.620117;2.79;51.93;1.145685;3.816;14;8;40;1.266978;0.145262
23-12-18;6.059008;20813.325;252.551;1254.6;2416.620117;2.79;51.93;1.145685;3.816;14;8;40;1.266978;0.145262
24-12-18;6.144924;20813.325;252.551;1267.9;2351.100098;2.74;51.93;1.137281;3.467;14;8;40;1.264894;0.144814
25-12-18;5.547575;20813.325;252.551;1267.9;2351.100098;2.74;51.93;1.140394;3.467;14;8;40;1.271084;0.144967
26-12-18;5.713105;20813.325;252.551;1269;2467.699951;2.81;51.93;1.141553;3.543;14;8;40;1.268875;0.144963
27-12-18;5.27545;20813.325;252.551;1277.4;2488.830078;2.77;51.49;1.136131;3.642;14;8;40;1.264878;0.144967
28-12-18;6.011828;20813.325;252.551;1279.9;2485.73999;2.72;50.57;1.143105;3.303;14;8;40;1.264622;0.14566
29-12-18;5.83234;20813.325;252.551;1279.9;2485.73999;2.72;50.57;1.143105;3.303;14;8;40;1.264622;0.14566
30-12-18;5.995711;20813.325;252.551;1279.9;2485.73999;2.72;50.57;1.143105;3.303;14;8;40;1.264622;0.14566
31-12-18;6.164732;20813.325;252.551;1278.3;2506.850098;2.69;50.57;1.143995;2.94;14;8;40;1.269358;0.145408
01-01-19;6.075273;21001.591;252.47;1278.3;2506.850098;2.69;50.57;1.149306;2.94;11;8;41;1.273804;0.1454
02-01-19;6.188613;21001.591;252.47;1281;2510.030029;2.66;54.06;1.146171;2.958;11;8;41;1.275429;0.145402
03-01-19;5.903535;21001.591;252.47;1291.8;2447.889893;2.56;53.23;1.131811;2.945;11;8;41;1.252191;0.145749
04-01-19;6.065138;21001.591;252.47;1329.2;2531.939941;2.67;55.64;1.139108;3.044;11;8;41;1.262881;0.145537
05-01-19;6.065543;21001.591;252.47;1329.2;2531.939941;2.67;55.64;1.139108;3.044;11;8;41;1.262881;0.145537
06-01-19;6.395979;21001.591;252.47;1329.2;2531.939941;2.67;55.64;1.139108;3.044;11;8;41;1.262881;0.145537
07-01-19;6.291411;21001.591;252.47;1333.4;2549.689941;2.7;57.1;1.141044;2.944;11;8;41;1.273496;0.145594
08-01-19;6.640054;21001.591;252.47;1329.3;2574.409912;2.73;56.91;1.147974;2.967;11;8;41;1.278609;0.145985
09-01-19;6.64155;21001.591;252.47;1335.5;2584.959961;2.74;59.46;1.145607;2.984;11;8;41;1.273788;0.145939
10-01-19;5.915919;21001.591;252.47;1331.2;2596.639893;2.74;60.47;1.155495;2.969;11;8;41;1.279967;0.146722
11-01-19;6.075342;21001.591;252.47;1333.2;2596.26001;2.71;59.24;1.151013;3.099;11;8;41;1.275396;0.14733
12-01-19;5.976965;21001.591;252.47;1333.2;2596.26001;2.71;59.24;1.151013;3.099;11;8;41;1.275396;0.14733
